Target_Offset_km_s,Control_Offset_km_s
-328.8339125285719,-574.3734789530424
-333.22169177998916,-637.4848540516058
-201.30007437887912,-556.2314221255898
-355.86292352788416,-340.3943543591126
-260.39398896330783,363.73770557155353
-258.7239784564617,602.9986337092546
-353.9133757125836,-589.8958211421175
-108.41195605251062,647.0878999742056
-93.45968237694902,583.3859344989316
-54.35940321179683,646.9670788546439
-51.900047040387236,604.3545126464647
55.950717596665285,519.0879180758263
-328.60933390828734,615.1668215707914
-256.50442927705296,605.4320474098264
-290.31292776805105,643.9470468245813
-347.6608522744958,655.3222430335272
-189.9170938654573,653.902989346683
315.6410840294693,608.9083601242214
202.44724620425683,488.8865148463741
-137.87408730098542,544.6978689244417
163.86278631413876,565.8538060779597
-314.31865344596076,465.03661647421717
-344.8782006100439,622.4881017215123
-279.7101024400546,649.9028524859268
-151.522483013307,646.8872149664651
-320.801846819226,654.5616406245224
-346.926260621736,644.1019664958291
-52.3888131202044,651.232295219635
313.83442209411254,602.4462817073402
312.49650814578126,660.2679376416696
360.39917323497514,620.6348895266783
342.90772354639927,596.0861399619401
-145.90851948620394,-577.8019964567237
-101.50578101433015,-607.0332432200906
-104.20243520090463,-624.3097698916309
360.8540180994884,-113.64717769556556
-194.28292986356075,-546.2340817130887
-161.11198792567777,534.1768363196323
-196.5705941271327,627.3246114552966
-201.3824687658149,-607.3152501316835
-192.39863501564756,0.7827208386537091
-308.177826543925,-660.8819419121705
27.666189109349837,637.3692300899164
-112.46046293705206,-52.915649361448395
-82.6906062116344,-491.7995107201348
-332.018087263806,646.6058145003456
-173.9725612259281,599.0496849533407
-159.41566485892508,624.8023355020207
-186.4517923585804,-628.5248496634906
-171.8632854757039,375.75311273923165
-146.05098084610202,-511.6176555038492
-310.45483388776177,-645.7791764411488
-243.55394616096575,-644.3596237791492
-201.6088618176889,-582.2592641586944
-192.731041455787,633.8971529406409
-154.84953517554678,-654.4809180762933
-16.06052364140986,603.453224161782
-149.89118385667365,-616.8419240566487
-218.2194779676514,646.4207162979976
-212.75026653938565,652.6237105900416
-441.05113835548116,-618.4030519656175
-317.79252234704296,-47.90871331013885
-298.7889954961585,644.5323896584321
-317.61556166624797,656.9770921315649
-253.04313019394428,-618.711458161384
-347.3439734858774,-639.5012672866214
-323.15874052353223,-578.1511829253071
-145.6443972653297,-617.1669465161043
-46.8524725931458,663.4483505172997
-224.25605399604447,641.902217525056
-232.96964794464398,526.1750193919963
-210.82542448601666,651.8537827156925
-220.05978408387998,399.8784769036572
-190.59171011374684,545.0161716131527
-196.1566416287751,607.518078365358
-221.24582281312632,662.0715421877021
-193.21145622085825,645.6830787826151
-211.45427446258327,-602.6615176948355
-217.9054365079068,-101.22229529068116
-275.3062378632012,
-227.53181344408273,
-194.19438878646815,
-193.266893924482,
-139.82768281755662,
-84.2206146319996,
-226.45854275802319,
-338.2877549397571,
-372.73599322227176,
-331.9729128181459,
-311.36616398873815,
-330.04388770603356,
-331.76731120409653,
-320.1973645653601,
-323.22742598522825,
-276.86443920971124,
-257.8019878412585,
-226.94405573469786,
-244.04635289370722,
-163.83699492970376,
-72.12146160034314,
-272.54469201465656,
-256.4071802396449,
-344.07822645285887,
-2.709293580281845,
623.3558891929771,
-196.7347123104938,
-329.1337552754941,
-243.91826980060765,
-300.5962272925111,
-282.27841981774867,
-278.82886360826967,
-161.44721692909732,
-254.4839846909341,
-317.95864301556145,
-260.8344038136349,
-243.60123779988507,
-245.4852869914999,
-243.1707314757921,
-141.7895207452344,
-252.60712574944296,
-288.65358767448384,
-246.29486532685755,
-272.6195271743899,
-162.7718474637814,
191.22536146547466,
-256.97081707318307,
-217.6177933292514,
-233.06086516290205,
-379.42391640198593,
-194.24809254574126,
-173.74660329322813,
-177.27095615237693,
-161.96294364775366,
-168.4000257513108,
-181.00322800662906,
16.118743538183647,
421.058547571514,
352.6107316898429,
-186.5967321133825,
-207.0096373022956,
-154.6673089426947,
329.7484497608828,
60.982772327518596,
-237.57918820911286,
-305.0352241386143,
-309.92319760327825,
-259.68254028739517,
-328.2722382684192,
-298.4226437027558,
-257.2435701117751,
-312.79693723590964,
-261.18216335374086,
-241.27718334164265,
-277.8594877536896,
221.8205801057132,
-267.0903156629245,
-358.1312153927518,
-342.18030515251354,
-369.14943425230183,
-162.1397069934423,
-209.43929618749715,
377.55864058157357,
-340.40044536107325,
-354.5872705358172,
-363.0146224874006,
-154.6174532598291,
-177.27027364370738,
-349.96020473444344,
57.55040218151541,
-209.90550853763784,
